
mlp_net: Создан 1 слой
mlp_net: Создан 2 слой
mlp_net: Создан 3 слой
	Epochs: 10
		Training:	re(ce) = 0.201558   (0.342803  ) | numErrors = 181   | correct = 65.72
		Test:		re(ce) = 0.407434   (0.534632  ) | numErrors = 247   | correct = 46.54
	Epochs: 450
		Training:	re(ce) = 0.0590554  (0.0208333 ) | numErrors = 11    | correct = 97.92
		Test:		re(ce) = 0.406444   (0.54329   ) | numErrors = 251   | correct = 45.67
	Epochs: 460
		Training:	re(ce) = 0.0561554  (0.0189394 ) | numErrors = 10    | correct = 98.11
		Test:		re(ce) = 0.421718   (0.554113  ) | numErrors = 256   | correct = 44.59
	Epochs: 470
		Training:	re(ce) = 0.0613228  (0.0132576 ) | numErrors = 7     | correct = 98.67
		Test:		re(ce) = 0.392006   (0.54329   ) | numErrors = 251   | correct = 45.67
	Epochs: 480
		Training:	re(ce) = 0.0488903  (0.0189394 ) | numErrors = 10    | correct = 98.11
		Test:		re(ce) = 0.40501    (0.538961  ) | numErrors = 249   | correct = 46.10
	Epochs: 490
		Training:	re(ce) = 0.0468336  (0.0151515 ) | numErrors = 8     | correct = 98.48
		Test:		re(ce) = 0.415105   (0.547619  ) | numErrors = 253   | correct = 45.24
	Epochs: 500
		Training:	re(ce) = 0.0503279  (0.0151515 ) | numErrors = 8     | correct = 98.48
		Test:		re(ce) = 0.408579   (0.525974  ) | numErrors = 243   | correct = 47.40
	Epochs: 510
		Training:	re(ce) = 0.0410072  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.413653   (0.532468  ) | numErrors = 246   | correct = 46.75
	Epochs: 520
		Training:	re(ce) = 0.0531527  (0.0151515 ) | numErrors = 8     | correct = 98.48
		Test:		re(ce) = 0.419565   (0.530303  ) | numErrors = 245   | correct = 46.97
	Epochs: 530
		Training:	re(ce) = 0.0450899  (0.0189394 ) | numErrors = 10    | correct = 98.11
		Test:		re(ce) = 0.413251   (0.538961  ) | numErrors = 249   | correct = 46.10
	Epochs: 540
		Training:	re(ce) = 0.042616   (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.412299   (0.54329   ) | numErrors = 251   | correct = 45.67
	Epochs: 550
		Training:	re(ce) = 0.0426043  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.417043   (0.528139  ) | numErrors = 244   | correct = 47.19
	Epochs: 560
		Training:	re(ce) = 0.0408673  (0.0094697 ) | numErrors = 5     | correct = 99.05
		Test:		re(ce) = 0.414163   (0.545455  ) | numErrors = 252   | correct = 45.45
	Epochs: 570
		Training:	re(ce) = 0.050172   (0.0151515 ) | numErrors = 8     | correct = 98.48
		Test:		re(ce) = 0.426064   (0.549784  ) | numErrors = 254   | correct = 45.02
	Epochs: 580
		Training:	re(ce) = 0.0607896  (0.0454545 ) | numErrors = 24    | correct = 95.45
		Test:		re(ce) = 0.403617   (0.547619  ) | numErrors = 253   | correct = 45.24
	Epochs: 590
		Training:	re(ce) = 0.0498723  (0.0151515 ) | numErrors = 8     | correct = 98.48
		Test:		re(ce) = 0.411728   (0.545455  ) | numErrors = 252   | correct = 45.45
	Epochs: 600
		Training:	re(ce) = 0.0453093  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.413283   (0.554113  ) | numErrors = 256   | correct = 44.59
	Epochs: 610
		Training:	re(ce) = 0.0469678  (0.0151515 ) | numErrors = 8     | correct = 98.48
		Test:		re(ce) = 0.417902   (0.532468  ) | numErrors = 246   | correct = 46.75
	Epochs: 620
		Training:	re(ce) = 0.0445172  (0.0170455 ) | numErrors = 9     | correct = 98.30
		Test:		re(ce) = 0.415601   (0.532468  ) | numErrors = 246   | correct = 46.75
	Epochs: 630
		Training:	re(ce) = 0.0414005  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.415356   (0.536797  ) | numErrors = 248   | correct = 46.32
	Epochs: 640
		Training:	re(ce) = 0.0483538  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.412964   (0.547619  ) | numErrors = 253   | correct = 45.24
	Epochs: 650
		Training:	re(ce) = 0.0494259  (0.0094697 ) | numErrors = 5     | correct = 99.05
		Test:		re(ce) = 0.409955   (0.52381   ) | numErrors = 242   | correct = 47.62
	Epochs: 660
		Training:	re(ce) = 0.0593663  (0.0094697 ) | numErrors = 5     | correct = 99.05
		Test:		re(ce) = 0.40746    (0.54329   ) | numErrors = 251   | correct = 45.67
	Epochs: 670
		Training:	re(ce) = 0.0446746  (0.0170455 ) | numErrors = 9     | correct = 98.30
		Test:		re(ce) = 0.418752   (0.538961  ) | numErrors = 249   | correct = 46.10
	Epochs: 680
		Training:	re(ce) = 0.0527763  (0.0208333 ) | numErrors = 11    | correct = 97.92
		Test:		re(ce) = 0.410879   (0.534632  ) | numErrors = 247   | correct = 46.54
	Epochs: 690
		Training:	re(ce) = 0.0419304  (0.0132576 ) | numErrors = 7     | correct = 98.67
		Test:		re(ce) = 0.414564   (0.536797  ) | numErrors = 248   | correct = 46.32
	Epochs: 700
		Training:	re(ce) = 0.0461806  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.416217   (0.532468  ) | numErrors = 246   | correct = 46.75
	Epochs: 710
		Training:	re(ce) = 0.0494465  (0.0227273 ) | numErrors = 12    | correct = 97.73
		Test:		re(ce) = 0.41328    (0.54329   ) | numErrors = 251   | correct = 45.67
	Epochs: 720
		Training:	re(ce) = 0.0441755  (0.0189394 ) | numErrors = 10    | correct = 98.11
		Test:		re(ce) = 0.404793   (0.534632  ) | numErrors = 247   | correct = 46.54
	Epochs: 730
		Training:	re(ce) = 0.0411473  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.415255   (0.532468  ) | numErrors = 246   | correct = 46.75
	Epochs: 740
		Training:	re(ce) = 0.0408252  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.419399   (0.541126  ) | numErrors = 250   | correct = 45.89
	Epochs: 750
		Training:	re(ce) = 0.0484929  (0.0189394 ) | numErrors = 10    | correct = 98.11
		Test:		re(ce) = 0.407827   (0.528139  ) | numErrors = 244   | correct = 47.19
	Epochs: 760
		Training:	re(ce) = 0.0402893  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.416594   (0.554113  ) | numErrors = 256   | correct = 44.59
	Epochs: 770
		Training:	re(ce) = 0.0624011  (0.0189394 ) | numErrors = 10    | correct = 98.11
		Test:		re(ce) = 0.430473   (0.545455  ) | numErrors = 252   | correct = 45.45
	Epochs: 780
		Training:	re(ce) = 0.0538978  (0.0170455 ) | numErrors = 9     | correct = 98.30
		Test:		re(ce) = 0.415452   (0.541126  ) | numErrors = 250   | correct = 45.89
	Epochs: 790
		Training:	re(ce) = 0.0476097  (0.0246212 ) | numErrors = 13    | correct = 97.54
		Test:		re(ce) = 0.413378   (0.551948  ) | numErrors = 255   | correct = 44.81
	Epochs: 800
		Training:	re(ce) = 0.0467717  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.417218   (0.547619  ) | numErrors = 253   | correct = 45.24
	Epochs: 810
		Training:	re(ce) = 0.0435427  (0.0094697 ) | numErrors = 5     | correct = 99.05
		Test:		re(ce) = 0.409855   (0.554113  ) | numErrors = 256   | correct = 44.59
	Epochs: 820
		Training:	re(ce) = 0.0413377  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.420703   (0.549784  ) | numErrors = 254   | correct = 45.02
	Epochs: 830
		Training:	re(ce) = 0.0435497  (0.0132576 ) | numErrors = 7     | correct = 98.67
		Test:		re(ce) = 0.410186   (0.547619  ) | numErrors = 253   | correct = 45.24
	Epochs: 840
		Training:	re(ce) = 0.0405273  (0.0132576 ) | numErrors = 7     | correct = 98.67
		Test:		re(ce) = 0.419596   (0.562771  ) | numErrors = 260   | correct = 43.72
	Epochs: 850
		Training:	re(ce) = 0.0458712  (0.0170455 ) | numErrors = 9     | correct = 98.30
		Test:		re(ce) = 0.415959   (0.541126  ) | numErrors = 250   | correct = 45.89
	Epochs: 860
		Training:	re(ce) = 0.0468476  (0.0094697 ) | numErrors = 5     | correct = 99.05
		Test:		re(ce) = 0.419131   (0.560606  ) | numErrors = 259   | correct = 43.94
	Epochs: 870
		Training:	re(ce) = 0.0520482  (0.0132576 ) | numErrors = 7     | correct = 98.67
		Test:		re(ce) = 0.412877   (0.538961  ) | numErrors = 249   | correct = 46.10
	Epochs: 880
		Training:	re(ce) = 0.0498907  (0.0094697 ) | numErrors = 5     | correct = 99.05
		Test:		re(ce) = 0.407315   (0.541126  ) | numErrors = 250   | correct = 45.89
	Epochs: 890
		Training:	re(ce) = 0.045677   (0.0151515 ) | numErrors = 8     | correct = 98.48
		Test:		re(ce) = 0.416438   (0.554113  ) | numErrors = 256   | correct = 44.59
	Epochs: 900
		Training:	re(ce) = 0.040081   (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.406987   (0.538961  ) | numErrors = 249   | correct = 46.10
	Epochs: 910
		Training:	re(ce) = 0.0423971  (0.0151515 ) | numErrors = 8     | correct = 98.48
		Test:		re(ce) = 0.416805   (0.547619  ) | numErrors = 253   | correct = 45.24
	Epochs: 920
		Training:	re(ce) = 0.0405051  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.425113   (0.549784  ) | numErrors = 254   | correct = 45.02
	Epochs: 930
		Training:	re(ce) = 0.0418998  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.417253   (0.547619  ) | numErrors = 253   | correct = 45.24
	Epochs: 940
		Training:	re(ce) = 0.053476   (0.0151515 ) | numErrors = 8     | correct = 98.48
		Test:		re(ce) = 0.404684   (0.538961  ) | numErrors = 249   | correct = 46.10
	Epochs: 950
		Training:	re(ce) = 0.0407059  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.410269   (0.528139  ) | numErrors = 244   | correct = 47.19
	Epochs: 960
		Training:	re(ce) = 0.0413948  (0.0113636 ) | numErrors = 6     | correct = 98.86
		Test:		re(ce) = 0.426699   (0.551948  ) | numErrors = 255   | correct = 44.81
	Epochs: 970
		Training:	re(ce) = 0.0429742  (0.0151515 ) | numErrors = 8     | correct = 98.48
		Test:		re(ce) = 0.413691   (0.530303  ) | numErrors = 245   | correct = 46.97
	Epochs: 980
		Training:	re(ce) = 0.0443288  (0.0151515 ) | numErrors = 8     | correct = 98.48
		Test:		re(ce) = 0.420196   (0.541126  ) | numErrors = 250   | correct = 45.89
	Epochs: 990
		Training:	re(ce) = 0.0425391  (0.0094697 ) | numErrors = 5     | correct = 99.05
		Test:		re(ce) = 0.419441   (0.547619  ) | numErrors = 253   | correct = 45.24
	Epochs: 1000
		Training:	re(ce) = 0.0404456  (0.0132576 ) | numErrors = 7     | correct = 98.67
		Test:		re(ce) = 0.41243    (0.536797  ) | numErrors = 248   | correct = 46.32
	Достигнуто максимальное количество эпох
	Training completed: 279.448 s
	Training:	re(ce) = 0.0402583  (0.0132576 ) | numErrors = 7     | correct = 98.67
	Test:		re(ce) = 0.410958   (0.541126  ) | numErrors = 250   | correct = 45.89
	Тестирование МСП на обучающем множестве
		regressError = 0.0402583
		classError = 0.0132576
		numErrors = 7
		correct = 98.67
	Тестирование МСП на тестовом множестве
		regressError = 0.410958
		classError = 0.541126
		numErrors = 250
		correct = 45.89
	Результаты тестирования MATLAB МСП на обучающем множестве
		regressError = 0.0914855
		classError = 0.123106
		numErrors = 65
		correct = 87.69
	Результаты тестирования MATLAB МСП на тестовом множестве
		regressError = 0.283771
		classError = 0.487013
		numErrors = 225
		correct = 51.30
